0, 1, 9
0, 2, 3
0, 3, 5
0, 4, 7
0, 5, 2
0, 6, 8
0, 7, 1
0, 8, 4
0, 9, 3
0, 10, 6
0, 11, 4
0, 12, 4
0, 13, 9
0, 14, 1
0, 15, 8
0, 16, 1
0, 17, 2
0, 18, 9
0, 19, 1
0, 20, 7
0, 21, 6
0, 22, 9
0, 23, 10
0, 24, 10
0, 25, 8
0, 26, 5
0, 27, 9
0, 28, 1
0, 29, 9
0, 30, 9
0, 31, 7
0, 32, 5
0, 33, 5
0, 34, 5
0, 35, 7
0, 36, 4
0, 37, 4
0, 38, 10
0, 39, 1
0, 40, 1
0, 41, 7
0, 42, 4
0, 43, 1
0, 44, 6
0, 45, 10
0, 46, 9
0, 47, 2
0, 48, 2
0, 49, 7
0, 50, 2
0, 51, 10
0, 52, 5
0, 53, 3
0, 54, 4
0, 55, 4
0, 56, 5
0, 57, 4
0, 58, 9
0, 59, 3
0, 60, 8
0, 61, 8
0, 62, 7
0, 63, 4
0, 64, 2
0, 65, 4
0, 66, 9
0, 67, 8
0, 68, 5
0, 69, 7
0, 70, 7
0, 71, 1
0, 72, 9
0, 73, 8
0, 74, 6
0, 75, 2
0, 76, 1
0, 77, 2
0, 78, 3
0, 79, 8
0, 80, 6
0, 81, 4
0, 82, 2
0, 83, 10
0, 84, 5
0, 85, 8
0, 86, 2
0, 87, 1
0, 88, 3
0, 89, 8
0, 90, 6
0, 91, 4
0, 92, 1
0, 93, 10
0, 94, 9
0, 95, 9
0, 96, 6
0, 97, 3
0, 98, 4
0, 99, 8
1, 2, 5
1, 3, 4
1, 4, 4
1, 5, 3
1, 6, 5
1, 7, 3
1, 8, 9
1, 9, 4
1, 10, 10
1, 11, 9
1, 12, 9
1, 13, 4
1, 14, 4
1, 15, 6
1, 16, 7
1, 17, 5
1, 18, 6
1, 19, 3
1, 20, 2
1, 21, 8
1, 22, 9
1, 23, 8
1, 24, 10
1, 25, 3
1, 26, 1
1, 27, 3
1, 28, 8
1, 29, 9
1, 30, 8
1, 31, 8
1, 32, 7
1, 33, 8
1, 34, 2
1, 35, 5
1, 36, 8
1, 37, 10
1, 38, 8
1, 39, 8
1, 40, 3
1, 41, 6
1, 42, 8
1, 43, 10
1, 44, 5
1, 45, 10
1, 46, 9
1, 47, 2
1, 48, 9
1, 49, 5
1, 50, 7
1, 51, 6
1, 52, 5
1, 53, 10
1, 54, 10
1, 55, 1
1, 56, 2
1, 57, 10
1, 58, 9
1, 59, 8
1, 60, 1
1, 61, 2
1, 62, 3
1, 63, 6
1, 64, 2
1, 65, 1
1, 66, 6
1, 67, 5
1, 68, 9
1, 69, 10
1, 70, 1
1, 71, 5
