0, 1, 1
0, 2, 10
0, 3, 2
0, 4, 2
0, 5, 8
0, 6, 1
0, 7, 3
0, 8, 6
0, 9, 1
0, 10, 7
0, 11, 8
0, 12, 2
0, 13, 8
0, 14, 6
0, 15, 6
0, 16, 1
0, 17, 4
0, 18, 3
0, 19, 2
0, 20, 3
0, 21, 5
0, 22, 10
0, 23, 9
0, 24, 6
0, 25, 5
0, 26, 10
0, 27, 5
0, 28, 8
0, 29, 9
0, 30, 8
0, 31, 7
0, 32, 7
0, 33, 10
0, 34, 3
0, 35, 8
0, 36, 4
0, 37, 6
0, 38, 6
0, 39, 9
0, 40, 2
0, 41, 1
0, 42, 7
0, 43, 9
0, 44, 4
0, 45, 2
0, 46, 3
0, 47, 7
0, 48, 8
0, 49, 1
0, 50, 10
0, 51, 10
0, 52, 5
0, 53, 1
0, 54, 1
0, 55, 4
0, 56, 9
0, 57, 1
0, 58, 2
0, 59, 10
0, 60, 1
0, 61, 5
0, 62, 8
0, 63, 10
0, 64, 2
0, 65, 5
0, 66, 1
0, 67, 10
0, 68, 3
0, 69, 9
0, 70, 2
0, 71, 2
0, 72, 6
0, 73, 6
0, 74, 3
0, 75, 1
0, 76, 7
0, 77, 2
0, 78, 10
0, 79, 8
0, 80, 3
0, 81, 6
0, 82, 2
0, 83, 6
0, 84, 10
0, 85, 5
0, 86, 10
0, 87, 4
0, 88, 9
0, 89, 5
0, 90, 9
0, 91, 10
0, 92, 10
0, 93, 7
0, 94, 7
0, 95, 4
0, 96, 5
0, 97, 6
0, 98, 8
0, 99, 3
1, 2, 4
1, 3, 3
1, 4, 4
1, 5, 5
1, 6, 6
1, 7, 3
1, 8, 2
1, 9, 4
1, 10, 3
1, 11, 5
1, 12, 7
1, 13, 10
1, 14, 10
1, 15, 6
1, 16, 8
1, 17, 10
1, 18, 3
1, 19, 10
1, 20, 7
1, 21, 1
1, 22, 3
1, 23, 2
1, 24, 8
1, 25, 3
1, 26, 9
1, 27, 2
1, 28, 5
1, 29, 4
1, 30, 5
1, 31, 4
1, 32, 4
1, 33, 9
1, 34, 5
1, 35, 5
1, 36, 8
1, 37, 10
1, 38, 2
1, 39, 7
1, 40, 4
1, 41, 10
1, 42, 8
1, 43, 3
1, 44, 9
1, 45, 3
1, 46, 7
1, 47, 2
1, 48, 1
1, 49, 6
1, 50, 2
1, 51, 10
1, 52, 7
1, 53, 4
1, 54, 9
1, 55, 10
1, 56, 8
1, 57, 3
1, 58, 6
1, 59, 4
1, 60, 2
1, 61, 8
1, 62, 10
1, 63, 1
1, 64, 3
1, 65, 7
1, 66, 3
1, 67, 1
1, 68, 7
1, 69, 7
1, 70, 1
1, 71, 1
1, 72, 8
1, 73, 6
1, 74, 10
1, 75, 4
1, 76, 8
1, 77, 10
1, 78, 9
1, 79, 10
1, 80, 10
1, 81, 1
1, 82, 1
1, 83, 2
1, 84, 2
1, 85, 1
1, 86, 1
1, 87, 7
1, 88, 8
1, 89, 2
1, 90, 2
1, 91, 2
1, 92, 9
1, 93, 7
1, 94, 2
1, 95, 2
1, 96, 10
1, 97, 8
1, 98, 8
1, 99, 6
2, 3, 1
2, 4, 4
2, 5, 6
2, 6, 2
2, 7, 10
2, 8, 6
2, 9, 7
2, 10, 6
2, 11, 8
2, 12, 1
2, 13, 4
2, 14, 6
2, 15, 2
2, 16, 6
2, 17, 7
2, 18, 2
2, 19, 9
2, 20, 5
2, 21, 7
2, 22, 2
2, 23, 5
2, 24, 10
2, 25, 1
2, 26, 1
2, 27, 9
2, 28, 7
2, 29, 8
2, 30, 10
2, 31, 6
2, 32, 9
2, 33, 8
2, 34, 4
2, 35, 7
2, 36, 6
2, 37, 5
2, 38, 1
2, 39, 4
2, 40, 3
2, 41, 9
2, 42, 10
2, 43, 7
2, 44, 10
2, 45, 1
2, 46, 3
2, 47, 2
2, 48, 2
2, 49, 6
2, 50, 10
2, 51, 10
2, 52, 7
2, 53, 4
2, 54, 6
2, 55, 1
2, 56, 1
2, 57, 5
2, 58, 1
2, 59, 7
2, 60, 1
2, 61, 8
2, 62, 8
2, 63, 10
2, 64, 9
2, 65, 5
2, 66, 2
2, 67, 10
2, 68, 10
2, 69, 4
2, 70, 2
2, 71, 2
2, 72, 9
2, 73, 8
2, 74, 9
2, 75, 10
2, 76, 3
2, 77, 3
2, 78, 9
2, 79, 9
2, 80, 8
2, 81, 5
2, 82, 9
2, 83, 7
2, 84, 8
2, 85, 10
2, 86, 4
2, 87, 5
2, 88, 1
2, 89, 10
2, 90, 10
2, 91, 2
2, 92, 7
2, 93, 2
2, 94, 7
2, 95, 7
2, 96, 10
2, 97, 10
2, 98, 8
2, 99, 2
3, 4, 5
3, 5, 2
3, 6, 4
3, 7, 6
3, 8, 6
3, 9, 3
3, 10, 8
3, 11, 9
3, 12, 5
3, 13, 5
3, 14, 3
3, 15, 9
3, 16, 9
3, 17, 4
3, 18, 7
3, 19, 7
3, 20, 2
3, 21, 4
3, 22, 9
3, 23, 5
3, 24, 7
3, 25, 1
3, 26, 5
3, 27, 4
3, 28, 1
3, 29, 9
3, 30, 6
3, 31, 1
3, 32, 8
3, 33, 2
3, 34, 1
3, 35, 2
3, 36, 10
3, 37, 10
3, 38, 9
3, 39, 10
3, 40, 9
3, 41, 6
3, 42, 3
3, 43, 1
3, 44, 9
3, 45, 2
3, 46, 10
3, 47, 2
3, 48, 7
3, 49, 9
3, 50, 2
3, 51, 6
3, 52, 5
3, 53, 1
3, 54, 10
3, 55, 2
3, 56, 6
3, 57, 1
3, 58, 10
3, 59, 8
3, 60, 5
3, 61, 2
3, 62, 9
3, 63, 4
3, 64, 5
3, 65, 5
3, 66, 4
3, 67, 6
3, 68, 4
3, 69, 2
3, 70, 2
3, 71, 3
3, 72, 1
3, 73, 9
3, 74, 5
3, 75, 7
3, 76, 10
3, 77, 9
3, 78, 5
3, 79, 3
3, 80, 3
3, 81, 1
3, 82, 7
3, 83, 9
3, 84, 3
3, 85, 6
3, 86, 3
3, 87, 7
3, 88, 3
3, 89, 8
3, 90, 3
